total_timesteps,policy_entropy,nupdates,fps,value_loss,explained_variance
6178000,2.429086208343506,308900,708,0.011558893136680126,0.9838297925889492
6180000,2.2877986431121826,309000,708,0.13956184685230255,0.8328923583030701
6182000,2.4615986347198486,309100,708,0.007114523556083441,0.9764678683131933
6184000,2.435945987701416,309200,708,0.20639543235301971,0.7942932397127151
6186000,2.477023124694824,309300,708,0.0012710324954241514,0.946867074817419
6188000,2.477330446243286,309400,708,0.002995690330862999,0.9363462254405022
6190000,2.4331071376800537,309500,708,0.14167732000350952,0.7416638135910034
6192000,2.149505138397217,309600,708,0.0862119048833847,0.9613140597939491
6194000,2.2039642333984375,309700,708,0.013092003762722015,0.9967680941335857
6196000,2.4707024097442627,309800,708,0.0017037003999575973,0.9628565423190594
6198000,2.325047492980957,309900,708,0.021126223728060722,0.9683622419834137
6200000,2.1974129676818848,310000,708,0.04176101088523865,0.9080169126391411
6202000,2.404484748840332,310100,708,0.06729377061128616,0.8444959819316864
6204000,2.3636422157287598,310200,708,0.08956922590732574,0.7534492164850235
6206000,2.4624836444854736,310300,708,0.006541701965034008,0.8881506994366646
6208000,2.4488162994384766,310400,708,0.003375378204509616,0.9795581120997667
6210000,2.3092918395996094,310500,708,0.012530972249805927,0.9880425287410617
6212000,2.094273090362549,310600,708,0.00820083450525999,0.9919166201725602
6214000,2.4664764404296875,310700,708,0.1398797631263733,0.6111209392547607
6216000,2.4768898487091064,310800,708,0.13421425223350525,0.05038994550704956
6218000,2.1274731159210205,310900,708,0.6545919179916382,0.6460722088813782
6220000,2.473834753036499,311000,708,0.0016351459780707955,0.9589437060058117
6222000,2.4060051441192627,311100,708,0.1731208860874176,0.7533807903528214
6224000,2.1358044147491455,311200,708,0.025742676109075546,0.9816355183720589
6226000,2.4436521530151367,311300,708,0.005907686427235603,0.9802942499518394
6228000,2.4620556831359863,311400,708,0.040403228253126144,0.6452710926532745
6230000,2.1495347023010254,311500,708,0.012846499681472778,0.9945360831916332
6232000,2.2993366718292236,311600,708,0.007655796594917774,0.9873672686517239
6234000,2.441028118133545,311700,708,0.004307650960981846,0.9445654861629009
6236000,2.0773403644561768,311800,708,0.023342657834291458,0.9844950549304485
6238000,2.4661574363708496,311900,708,0.03400959074497223,0.8410822749137878
6240000,1.9129085540771484,312000,708,0.14189527928829193,0.9103324487805367
6242000,2.4388115406036377,312100,708,0.005483134649693966,0.9532452784478664
6244000,2.325967311859131,312200,708,0.018019389361143112,0.9849308906123042
6246000,2.473416566848755,312300,708,0.047207169234752655,0.7054897844791412
6248000,2.3755545616149902,312400,708,0.02695014514029026,0.9290029183030128
6250000,2.4700043201446533,312500,708,0.03296760469675064,0.4901076555252075
6252000,2.3166208267211914,312600,708,0.006228041835129261,0.9947553733363748
6254000,2.3470308780670166,312700,708,0.10459321737289429,0.8990129083395004
6256000,2.4616775512695312,312800,708,0.00247983168810606,0.9945422117598355
6258000,2.3687970638275146,312900,708,0.011111220344901085,0.9870761334896088
6260000,2.1410717964172363,313000,708,0.042369455099105835,0.933919720351696
6262000,2.474271297454834,313100,708,0.0031373114325106144,0.8081657737493515
6264000,2.4775991439819336,313200,708,0.0013668016763404012,0.9861729424446821
6266000,2.4607253074645996,313300,708,0.12067349255084991,0.5339547395706177
6268000,2.2253916263580322,313400,708,0.02007308229804039,0.9852086706086993
6270000,2.4566848278045654,313500,708,0.005416304804384708,0.9680757224559784
6272000,2.4641566276550293,313600,708,0.019633028656244278,0.8046787977218628
6274000,2.4846808910369873,313700,708,0.02949480339884758,0.2877190113067627
6276000,2.4734346866607666,313800,708,0.0057249353267252445,0.974401107057929
6278000,2.204035997390747,313900,708,0.03356627747416496,0.8672497719526291
6280000,2.2510857582092285,314000,708,0.11023398488759995,0.8353258818387985
6282000,2.449218273162842,314100,708,0.0024956539273262024,0.9778765272349119
6284000,2.422105073928833,314200,708,0.0694785863161087,0.6690574288368225
6286000,2.1631059646606445,314300,708,0.03289030119776726,0.8080815225839615
6288000,2.2967734336853027,314400,708,0.5032259821891785,-0.7989023923873901
6290000,2.3528032302856445,314500,708,0.004168928135186434,0.9341552257537842
6292000,2.0681049823760986,314600,708,0.007514189928770065,0.9887614762410522
6294000,2.029252529144287,314700,708,0.0014379724161699414,0.9985458282753825
6296000,1.8825197219848633,314800,708,0.19579307734966278,0.9516529440879822
6298000,2.4417786598205566,314900,708,0.0013981231022626162,0.9983577934326604
6300000,2.4845504760742188,315000,708,0.0044082896783947945,0.923012912273407
6302000,2.148508310317993,315100,708,0.0067441342398524284,0.9832666963338852
6304000,2.0349862575531006,315200,708,0.011489328928291798,0.9945764420554042
6306000,2.4419901371002197,315300,708,0.0016412331024184823,0.9950061212293804
6308000,2.451338529586792,315400,708,0.006525367498397827,0.7770263254642487
6310000,2.4664173126220703,315500,708,0.0005007184809073806,0.9920476535335183
6312000,2.083407402038574,315600,708,0.019951466470956802,0.9692142847925425
6314000,2.3620858192443848,315700,708,0.002675554482266307,0.9914176175370812
6316000,2.0085654258728027,315800,708,0.010253609158098698,0.9940083529800177
6318000,2.064885377883911,315900,708,0.019936803728342056,0.9838520810008049
6320000,2.373875379562378,316000,708,0.013434159569442272,0.8172812312841415
6322000,2.124708890914917,316100,708,0.0684390664100647,0.6592225730419159
6324000,2.241626739501953,316200,708,0.021192193031311035,0.7500972747802734
6326000,2.164093494415283,316300,708,0.025792133063077927,0.9704134967178106
6328000,2.460815906524658,316400,708,0.0075563364662230015,0.9122205451130867
6330000,2.05359148979187,316500,708,0.10443494468927383,0.8328709453344345
6332000,2.437573194503784,316600,708,0.15013562142848969,0.6762392818927765
6334000,2.417849063873291,316700,708,0.007388646248728037,0.8317917883396149
6336000,2.110532760620117,316800,708,0.02194524183869362,0.9869746640324593
6338000,2.0800321102142334,316900,708,0.11516740173101425,0.8431767225265503
6340000,2.340029239654541,317000,708,0.034494414925575256,0.8648451417684555
6342000,2.1183202266693115,317100,708,0.03935214504599571,0.9900540560483932
6344000,2.4827516078948975,317200,708,0.0013946557883173227,0.6695065796375275
6346000,2.422823667526245,317300,708,0.0731031522154808,-2.4518680572509766
6348000,2.386989116668701,317400,708,0.5470041036605835,0.045500099658966064
6350000,2.1039280891418457,317500,708,0.004791813436895609,0.9954581940546632
6352000,2.4298784732818604,317600,708,0.002137237461283803,0.9953809031285346
6354000,1.747423529624939,317700,708,0.040783945471048355,0.987720962613821
6356000,2.1063640117645264,317800,708,0.17908260226249695,0.884211540222168
6358000,2.4334301948547363,317900,708,0.07355377823114395,0.6585137248039246
6360000,1.847878098487854,318000,708,0.019718555733561516,0.9847502717748284
6362000,2.4173882007598877,318100,708,0.01792083866894245,0.9705921430140734
6364000,2.2421116828918457,318200,708,0.010020768269896507,0.9903011554852128
6366000,2.483187437057495,318300,708,0.0012322464026510715,0.9481400363147259
6368000,2.457335948944092,318400,708,0.007546586450189352,0.9718161188066006
6370000,2.2956206798553467,318500,708,0.025602195411920547,0.9729556161910295
6372000,2.4567480087280273,318600,708,0.004571560304611921,0.9906370919197798
6374000,2.4777169227600098,318700,708,0.001261811819858849,0.9897889429703355
6376000,2.473771810531616,318800,708,0.0018645336385816336,0.9538605287671089
6378000,2.488070487976074,318900,708,0.0010224048746749759,0.9919845098629594
6380000,2.477189779281616,319000,708,0.003493585856631398,0.9694130066782236
6382000,2.4078030586242676,319100,708,0.01586807705461979,0.901632085442543
6384000,2.1236681938171387,319200,708,0.01770556904375553,0.991557159461081
6386000,2.3549513816833496,319300,708,0.04869367554783821,0.9636546671390533
6388000,1.8529174327850342,319400,708,0.0990273654460907,0.7094429433345795
6390000,2.406799554824829,319500,708,0.049222420901060104,0.866569995880127
6392000,2.2964985370635986,319600,708,0.06526218354701996,0.8613912165164948
6394000,2.256335735321045,319700,708,0.5306198596954346,0.15119987726211548
6396000,2.13899302482605,319800,708,0.024386925622820854,0.9848427418619394
6398000,2.4730911254882812,319900,708,0.006733566522598267,0.9221309274435043
6400000,2.462637186050415,320000,708,0.005101978313177824,0.8770337849855423
6402000,2.4762935638427734,320100,708,0.0031416050624102354,0.9430120773613453
6404000,2.472994804382324,320200,708,0.002907868940383196,0.9803605806082487
6406000,2.4292044639587402,320300,708,0.06341014802455902,0.918509729206562
6408000,2.464900493621826,320400,708,0.001449529197998345,0.9989315700950101
6410000,2.2505078315734863,320500,708,0.0510668084025383,0.9465764425694942
6412000,2.4777073860168457,320600,708,0.005676925182342529,0.8442870080471039
6414000,2.447331666946411,320700,708,0.010431753471493721,0.9808025751262903
6416000,2.4606072902679443,320800,708,0.02954174019396305,0.9581037685275078
6418000,2.4765541553497314,320900,708,0.040703874081373215,0.9109048023819923
6420000,2.3454325199127197,321000,708,0.10376720130443573,0.846126139163971
6422000,2.45177960395813,321100,708,0.0016311280196532607,0.9956084182485938
6424000,2.4575436115264893,321200,708,0.04833433777093887,0.8931251242756844
6426000,2.418062686920166,321300,708,0.0044866143725812435,0.9956057579256594
6428000,2.4614617824554443,321400,708,0.0034038275480270386,0.9764342661947012
6430000,2.448378801345825,321500,708,0.007557018660008907,0.9640781693160534
6432000,2.4416279792785645,321600,708,0.010062850080430508,0.9903653562068939
6434000,2.437190294265747,321700,708,0.008867325261235237,0.9755410123616457
6436000,2.4504168033599854,321800,708,0.04393809661269188,0.8318930715322495
6438000,2.442707061767578,321900,708,1.7330634593963623,-0.36042487621307373
6440000,2.4541566371917725,322000,708,0.001512787421233952,0.974684601649642
6442000,2.302476406097412,322100,708,0.0023952831979840994,0.996038525365293
6444000,2.4550585746765137,322200,708,0.07219111174345016,0.8802912533283234
6446000,2.094545364379883,322300,708,0.08490554988384247,0.7899981290102005
6448000,2.4679312705993652,322400,708,0.7716163396835327,-0.08761274814605713
6450000,2.4773967266082764,322500,708,0.0013269847258925438,0.7396375834941864
6452000,2.3842320442199707,322600,708,0.1115642786026001,0.9306701794266701
6454000,2.154860019683838,322700,708,0.11529253423213959,0.900835357606411
6456000,2.4483063220977783,322800,708,0.12534496188163757,0.7847336828708649
6458000,2.4824700355529785,322900,708,0.03126932308077812,0.1894768476486206
6460000,2.462806224822998,323000,708,0.0027127861976623535,0.9830337204039097
6462000,2.4511029720306396,323100,708,0.005351491272449493,0.9907467532902956
6464000,2.400421619415283,323200,708,0.15436844527721405,0.8786316737532616
6466000,2.4631991386413574,323300,708,0.0631285160779953,0.5899183452129364
6468000,2.4442334175109863,323400,708,0.0037013296969234943,0.9946297518908978
6470000,2.3629038333892822,323500,708,0.01506773941218853,0.08539265394210815
6472000,2.433748960494995,323600,708,0.01949601247906685,0.9576401300728321
6474000,2.4218993186950684,323700,708,0.16385352611541748,0.5651147365570068
6476000,2.4428634643554688,323800,708,0.3167548179626465,0.4526556134223938
6478000,2.4397683143615723,323900,708,0.0210698451846838,0.9772606790065765
6480000,2.4631454944610596,324000,708,0.029713040217757225,0.42978137731552124
6482000,2.4681544303894043,324100,708,0.007429822348058224,0.986456441693008
6484000,2.481133222579956,324200,708,0.0036454233340919018,0.9655256308615208
6486000,2.440847635269165,324300,708,0.011797936633229256,0.9870381252840161
6488000,2.4394078254699707,324400,708,0.09769181907176971,0.7872785776853561
6490000,2.425811767578125,324500,708,0.07134659588336945,0.8837530836462975
6492000,2.4683837890625,324600,708,0.09047354757785797,0.6187178194522858
6494000,2.434499979019165,324700,708,0.05429116636514664,0.9152792245149612
6496000,2.465935230255127,324800,708,0.0014562502037733793,0.9798511080443859
6498000,2.4589157104492188,324900,709,0.0017859532963484526,0.9930864362977445
6500000,2.4399309158325195,325000,709,1.2483487129211426,-3.091738700866699
6502000,2.4397881031036377,325100,709,0.021501809358596802,0.8064120709896088
6504000,2.3821983337402344,325200,709,0.26357415318489075,0.7054030299186707
6506000,2.4395830631256104,325300,709,0.0007605214486829937,0.9832806698977947
6508000,2.463672637939453,325400,709,0.0016190812457352877,0.3582612872123718
6510000,2.2978663444519043,325500,709,0.010707986541092396,0.971721712499857
6512000,2.1216208934783936,325600,709,0.007182329893112183,0.9952359669841826
6514000,2.3691916465759277,325700,709,0.03794708847999573,0.8082972019910812
6516000,2.289548397064209,325800,709,0.36168935894966125,0.8125667124986649
6518000,1.8834301233291626,325900,709,0.019314348697662354,0.9940259726718068
6520000,2.4410228729248047,326000,709,0.054800547659397125,0.7545003592967987
6522000,2.099600315093994,326100,709,0.01865646056830883,0.9863147865980864
6524000,2.449951171875,326200,709,0.0011829712893813848,0.9923742818646133
6526000,2.2444396018981934,326300,709,0.030369877815246582,0.9715573377907276
6528000,2.467721700668335,326400,709,0.0028411713428795338,0.9881175672635436
6530000,2.4417483806610107,326500,709,0.0018986521754413843,0.994262813590467
6532000,2.4947028160095215,326600,709,0.0003422746085561812,0.9973881663754582
6534000,2.374718189239502,326700,709,0.0102523323148489,0.9902300946414471
6536000,2.481886386871338,326800,709,0.0345296785235405,0.4375491738319397
6538000,2.1676650047302246,326900,709,0.017917359247803688,0.9896049508824944
6540000,2.3737268447875977,327000,709,0.15029199421405792,0.9201021641492844
6542000,2.3067002296447754,327100,709,0.07208868116140366,0.8832771256566048
6544000,2.0683302879333496,327200,709,0.016632607206702232,0.9844579519703984
6546000,2.450864315032959,327300,709,0.0027482393197715282,0.9384660087525845
6548000,2.2883098125457764,327400,709,0.004316496197134256,0.9915524171665311
6550000,2.454742431640625,327500,709,0.001828622305765748,0.992770039010793
6552000,2.441960096359253,327600,709,0.06049630790948868,0.058723270893096924
6554000,2.474108934402466,327700,709,0.016171470284461975,0.7624670565128326
6556000,2.2921183109283447,327800,709,0.02804614044725895,0.9038807153701782
6558000,2.259549617767334,327900,709,0.0164318960160017,0.9643189236521721
6560000,2.2341666221618652,328000,709,0.48842930793762207,0.7049013376235962
6562000,2.3701395988464355,328100,709,0.027736742049455643,-1.4808428287506104
6564000,2.4748873710632324,328200,709,0.0033774219918996096,0.9506044164299965
6566000,2.487088441848755,328300,709,0.0005850649904459715,0.9764627516269684
6568000,1.8764129877090454,328400,709,0.05129421502351761,0.9404161795973778
6570000,2.397615909576416,328500,709,0.7974372506141663,-2.5212574005126953
6572000,1.924195647239685,328600,709,0.18937602639198303,0.8893672302365303
6574000,2.4520773887634277,328700,709,0.08807185292243958,0.7587144672870636
6576000,2.1051857471466064,328800,709,0.04091602936387062,0.9470700696110725
6578000,2.430015802383423,328900,709,0.0021375047508627176,0.9860480166971684
6580000,2.1018424034118652,329000,709,0.24300777912139893,0.8615758568048477
6582000,1.8198025226593018,329100,709,0.06744496524333954,0.9733097869902849
6584000,2.0375618934631348,329200,709,0.13154809176921844,0.9130564853549004
6586000,1.9701874256134033,329300,709,0.060234248638153076,0.9775404985994101
6588000,1.9607751369476318,329400,709,0.008887244388461113,0.9952456513419747
6590000,2.4335896968841553,329500,709,0.002123952144756913,0.9903700836002827
6592000,2.324779748916626,329600,709,0.04156746715307236,0.6482390463352203
6594000,2.4603617191314697,329700,709,0.0003568383981473744,0.9987386369612068
6596000,1.723981261253357,329800,709,0.0315096452832222,0.982635572552681
6598000,2.458148241043091,329900,709,0.001116527826525271,0.9753497913479805
6600000,2.0712833404541016,330000,709,0.058113109320402145,0.9259866401553154
6602000,2.2374634742736816,330100,709,0.049095552414655685,0.9686404056847095
6604000,2.4285027980804443,330200,709,0.1091608852148056,0.7386689186096191
6606000,2.4256296157836914,330300,709,0.006736479699611664,0.958489753305912
6608000,1.6928274631500244,330400,709,0.07183188945055008,0.9662406779825687
6610000,2.396930694580078,330500,709,0.0014018660876899958,0.9879966098815203
6612000,2.4205691814422607,330600,709,0.1496555060148239,0.3886064887046814
6614000,2.096592426300049,330700,709,0.304879754781723,0.8164170533418655
6616000,2.430459499359131,330800,709,0.1592278927564621,0.7615348994731903
6618000,2.461974859237671,330900,709,0.050688259303569794,-0.24835216999053955
6620000,2.3727188110351562,331000,709,0.08787472546100616,0.7056221663951874
6622000,2.451772451400757,331100,709,0.001274018781259656,0.42133665084838867
6624000,2.427506923675537,331200,709,0.001195893855765462,0.9053344205021858
6626000,2.3065404891967773,331300,709,0.15974543988704681,0.8823736384510994
6628000,2.225306987762451,331400,709,0.2642458379268646,0.5721554160118103
6630000,2.2749061584472656,331500,709,0.0054612550884485245,0.9749402925372124
6632000,2.415527820587158,331600,709,0.03346691653132439,0.9031899571418762
6634000,2.4694578647613525,331700,709,0.0018389904871582985,0.9870560485869646
6636000,2.130451202392578,331800,709,0.012587660923600197,0.9912317376583815
6638000,2.4654338359832764,331900,709,0.0035062250681221485,0.9364608824253082
6640000,2.0433030128479004,332000,709,0.07615679502487183,0.9285917580127716
6642000,2.398237705230713,332100,709,0.03214389085769653,0.8955466076731682
6644000,2.128150701522827,332200,709,0.03264447674155235,0.9573571942746639
6646000,2.464573383331299,332300,709,0.04279151186347008,0.6792178750038147
6648000,1.9288036823272705,332400,709,0.01375714410096407,0.9860354056581855
6650000,2.3339788913726807,332500,709,0.03308085724711418,0.9583084359765053
6652000,2.480837345123291,332600,709,0.023066723719239235,0.2452486753463745
6654000,2.302891731262207,332700,709,0.21710579097270966,0.7683432996273041
6656000,2.493678092956543,332800,709,0.02496904321014881,0.523546427488327
6658000,2.403923511505127,332900,709,0.011755885556340218,0.9635296240448952
6660000,2.145689010620117,333000,709,0.011166413314640522,0.993133737705648
6662000,2.276510715484619,333100,709,0.04474063217639923,0.8621546179056168
6664000,2.465406894683838,333200,709,0.00480907317250967,0.9363320618867874
6666000,2.2108561992645264,333300,709,0.059868793934583664,0.657592236995697
6668000,2.4214699268341064,333400,709,0.004500097129493952,0.995784402359277
6670000,2.4770092964172363,333500,709,0.002246901160106063,0.6981967687606812
6672000,2.12178111076355,333600,709,0.14486880600452423,0.8808601498603821
6674000,2.3719708919525146,333700,709,0.4418546259403229,0.03455841541290283
6676000,2.4079365730285645,333800,709,0.01277686096727848,0.9561953209340572
6678000,2.418194532394409,333900,709,0.043828804045915604,0.7617999464273453
6680000,2.277024745941162,334000,709,0.5551904439926147,0.16921621561050415
6682000,2.083603620529175,334100,709,0.13191519677639008,0.9228709116578102
6684000,1.8274797201156616,334200,709,0.253402441740036,0.860671877861023
6686000,2.4768478870391846,334300,709,0.001128923031501472,-0.6614898443222046
6688000,2.407198429107666,334400,709,0.0050008706748485565,0.9911447148770094
6690000,2.45388126373291,334500,709,0.004135353025048971,0.7922491282224655
6692000,2.3295984268188477,334600,709,0.2566419541835785,0.5346347391605377
6694000,2.146097183227539,334700,709,0.03536997362971306,0.9793312661349773
6696000,2.114931583404541,334800,709,0.06146135926246643,0.9826196618378162
6698000,2.4253551959991455,334900,709,0.0013033747673034668,0.9991479263990186
6700000,2.481658458709717,335000,709,0.01480692159384489,0.6538560390472412
6702000,2.489821195602417,335100,709,0.03216005861759186,0.7325280606746674
6704000,2.393392562866211,335200,709,0.09670799970626831,0.8731540739536285
6706000,2.4596686363220215,335300,709,0.0701734647154808,0.7193421721458435
6708000,1.9620730876922607,335400,709,0.2322843074798584,0.8628161698579788
6710000,1.8264930248260498,335500,709,0.0679304450750351,0.9012074843049049
6712000,2.3143246173858643,335600,709,0.03560996055603027,0.8692690432071686
6714000,2.3288121223449707,335700,709,0.1725393384695053,0.6419100761413574
6716000,2.394580125808716,335800,709,0.08364422619342804,0.7126740515232086
6718000,2.4945690631866455,335900,709,0.003824231680482626,-2.0005786418914795
6720000,2.4913220405578613,336000,709,0.0003556019510142505,0.8291521817445755
6722000,2.476952314376831,336100,709,0.01864108070731163,0.6758091747760773
6724000,2.450643539428711,336200,709,0.004982758313417435,0.8847368434071541
6726000,2.140796422958374,336300,709,0.013825801201164722,0.9696491565555334
6728000,2.126755475997925,336400,709,0.030216127634048462,0.9845398096367717
6730000,1.9219553470611572,336500,709,0.25329822301864624,0.9441144354641438
6732000,2.440077304840088,336600,709,0.0016610000748187304,0.9649071954190731
6734000,2.2679429054260254,336700,709,0.004667187575250864,0.9935763864777982
6736000,2.4864277839660645,336800,709,0.0005849761655554175,0.988644196651876
6738000,2.2902262210845947,336900,709,0.19728022813796997,0.8940124288201332
6740000,2.4136385917663574,337000,709,0.002051291987299919,0.9727387391030788
6742000,2.421003818511963,337100,709,0.058236829936504364,0.9219252616167068
6744000,2.1224796772003174,337200,709,0.010350319556891918,0.9906492494046688
6746000,2.471315860748291,337300,709,0.0016536418115720153,0.9818911664187908
6748000,2.45365571975708,337400,709,0.0025069338735193014,0.9743228945881128
6750000,2.3414673805236816,337500,709,0.010713977739214897,0.976941978558898
6752000,2.082176923751831,337600,709,0.06769770383834839,0.9371943101286888
6754000,2.4788408279418945,337700,709,0.0018440490821376443,0.7964592725038528
6756000,2.1939609050750732,337800,709,0.037402376532554626,0.9531455673277378
6758000,2.455026626586914,337900,709,0.003696440951898694,0.9387582428753376
6760000,2.480161190032959,338000,709,0.004082958213984966,0.7561245858669281
6762000,2.454280376434326,338100,709,0.0023034503683447838,0.9453118108212948
6764000,2.441857099533081,338200,709,0.004545062780380249,0.9546092674136162
6766000,2.2918899059295654,338300,709,0.04570389539003372,0.815224826335907
6768000,2.44614839553833,338400,709,0.0015993056586012244,0.9913740949705243
6770000,2.366063356399536,338500,709,0.40598878264427185,0.3129473328590393
6772000,2.2553627490997314,338600,709,0.0057853395119309425,0.9948922884650528
6774000,2.4637176990509033,338700,709,0.004039515741169453,0.8583247661590576
6776000,2.42378568649292,338800,709,0.022293854504823685,0.9249270558357239
6778000,2.484437942504883,338900,709,0.0020884317345917225,0.6063486635684967
6780000,2.467137575149536,339000,709,0.0017201959853991866,0.9658513963222504
6782000,2.4617559909820557,339100,709,0.0003322809934616089,0.9930416266433895
6784000,2.4398720264434814,339200,709,0.2769187092781067,0.06217670440673828
6786000,2.4476571083068848,339300,709,0.005080866627395153,0.8691167533397675
6788000,2.374263048171997,339400,709,0.5981083512306213,-0.4000145196914673
6790000,2.1177308559417725,339500,709,0.02867826260626316,0.9719502087682486
6792000,2.4071927070617676,339600,709,0.051697708666324615,0.8284668177366257
6794000,2.4705238342285156,339700,709,0.00046652130549773574,0.9668236374855042
6796000,2.4779233932495117,339800,709,0.02596874162554741,-0.05403459072113037
6798000,2.045438289642334,339900,709,0.20215967297554016,0.7597301304340363
6800000,2.177022695541382,340000,709,0.026660490781068802,0.9749186709523201
6802000,2.4494080543518066,340100,709,0.0022981439251452684,0.9958019996993244
6804000,2.377361536026001,340200,709,0.07095508277416229,0.7525872588157654
6806000,2.402710437774658,340300,709,0.008669263683259487,0.978941423818469
6808000,2.462360143661499,340400,709,0.008610098622739315,0.9606936611235142
6810000,2.4998388290405273,340500,709,0.0018756326753646135,0.9247544184327126
6812000,2.2868103981018066,340600,709,0.04695788398385048,0.8790393620729446
6814000,1.8262298107147217,340700,709,0.09661516547203064,0.9528422839939594
6816000,2.4805595874786377,340800,709,0.0019307436887174845,0.9653281606733799
6818000,2.4924533367156982,340900,709,0.0034869026858359575,0.9886805079877377
6820000,2.249093770980835,341000,709,0.003700645174831152,0.9894200460985303
6822000,1.7723861932754517,341100,709,0.10219402611255646,0.9752539079636335
6824000,2.4279112815856934,341200,709,0.0014447026187554002,0.9595946185290813
6826000,2.0272328853607178,341300,709,0.06506813317537308,0.8890962228178978
6828000,2.4184772968292236,341400,709,0.018964361399412155,0.9298892766237259
6830000,2.0792624950408936,341500,709,0.08725202083587646,0.8755002543330193
6832000,1.9597011804580688,341600,709,0.037689995020627975,0.964583445340395
6834000,2.4667320251464844,341700,709,0.098680280148983,-0.23522722721099854
6836000,2.4153621196746826,341800,709,0.10908868163824081,0.5995984077453613
6838000,1.8343826532363892,341900,709,0.2548070549964905,0.9049408733844757
6840000,2.451969623565674,342000,709,0.04982924461364746,0.7814080119132996
6842000,2.1311402320861816,342100,709,0.023700201883912086,0.9887088295072317
6844000,2.4439425468444824,342200,709,0.004974615294486284,0.9779554586857557
6846000,2.451432466506958,342300,709,0.055483512580394745,-0.19635319709777832
6848000,1.9703073501586914,342400,709,0.05106394737958908,0.9848037762567401
6850000,1.9590095281600952,342500,709,0.08569210022687912,0.9739504884928465
6852000,2.0318775177001953,342600,709,0.007960643619298935,0.9981842716224492
6854000,2.465665340423584,342700,709,0.0046201483346521854,0.9598736651241779
6856000,2.0399107933044434,342800,709,0.10910537093877792,0.8902468979358673
6858000,2.4696054458618164,342900,709,0.0015220651403069496,0.964423306286335
6860000,2.4382808208465576,343000,709,0.05159856006503105,0.18602478504180908
6862000,2.4791417121887207,343100,709,0.0067617991007864475,0.9320727065205574
6864000,2.4216787815093994,343200,709,0.0036648039240390062,0.9887162055820227
6866000,2.4703664779663086,343300,709,0.0018635501619428396,0.9524374082684517
6868000,2.124715566635132,343400,709,0.12433037906885147,0.9211253896355629
6870000,2.0359463691711426,343500,709,0.05295049399137497,0.9835848119109869
6872000,2.0731043815612793,343600,709,0.3466959297657013,0.7629175037145615
6874000,1.752123475074768,343700,709,0.41454190015792847,0.8359222263097763
6876000,2.3752026557922363,343800,709,0.001323994598351419,0.9984194880817086
6878000,2.4604125022888184,343900,709,0.01268719881772995,0.7892616391181946
6880000,2.451533555984497,344000,709,0.002046729438006878,0.8897672221064568
6882000,1.9023910760879517,344100,709,0.049763407558202744,0.9726910274475813
6884000,2.4610753059387207,344200,709,0.0008690630784258246,0.9914452694356441
6886000,2.443427324295044,344300,709,0.009143294766545296,0.6901660859584808
6888000,2.1628665924072266,344400,709,0.03076743707060814,0.9713045917451382
6890000,2.490241765975952,344500,709,0.0036729718558490276,0.9531695619225502
6892000,2.4505834579467773,344600,709,0.10477765649557114,0.8611654043197632
6894000,2.4550609588623047,344700,709,0.04320954903960228,0.9126258790493011
6896000,2.4352622032165527,344800,709,0.002509612124413252,0.9879033379256725
6898000,2.4007670879364014,344900,709,0.0051030865870416164,0.9879844039678574
6900000,2.4555392265319824,345000,709,0.008179324679076672,0.9821439757943153
6902000,2.489144802093506,345100,709,0.08700117468833923,0.20489883422851562
6904000,2.400533676147461,345200,709,0.0016498405020684004,0.9894126923754811
6906000,2.1588730812072754,345300,709,0.10231922566890717,0.8555893152952194
6908000,2.457005262374878,345400,709,0.019411778077483177,0.5553871393203735
6910000,2.06569766998291,345500,709,0.06210031360387802,0.9549677893519402
6912000,2.4584810733795166,345600,709,0.02111676335334778,0.8419930040836334
6914000,2.070107936859131,345700,709,0.035910509526729584,0.9837049096822739
6916000,2.2118546962738037,345800,709,0.12799246609210968,0.9325999841094017
6918000,2.412235975265503,345900,709,0.007541781757026911,0.9866063157096505
6920000,2.368171215057373,346000,709,0.00937743578106165,0.9681736342608929
6922000,2.1343486309051514,346100,709,0.5911290645599365,0.6791109442710876
6924000,2.4818310737609863,346200,709,0.046425629407167435,0.6553324460983276
6926000,2.4829483032226562,346300,709,0.0016921295318752527,0.9815430156886578
6928000,2.445409059524536,346400,709,0.0038248959463089705,0.9874992445111275
6930000,2.059584140777588,346500,709,0.5497452616691589,0.6832162141799927
6932000,2.3042197227478027,346600,709,0.12618348002433777,0.5495585203170776
6934000,2.4726815223693848,346700,709,0.0058488622307777405,0.673955112695694
6936000,2.352761745452881,346800,709,0.22984595596790314,0.6624999940395355
6938000,2.467594623565674,346900,709,0.005113591440021992,0.9970084452070296
6940000,2.2982640266418457,347000,709,0.0030559240840375423,0.9854513164609671
6942000,2.43949556350708,347100,709,0.11774784326553345,-1.5361089706420898
6944000,2.237067699432373,347200,709,0.04144417867064476,0.9492331072688103
6946000,2.480646848678589,347300,709,0.0008363006636500359,0.9913249770179391
6948000,2.441779136657715,347400,709,0.0765632912516594,0.7266650497913361
6950000,2.4651901721954346,347500,709,0.0015289504081010818,0.971225680783391
6952000,2.43721079826355,347600,709,0.10375645011663437,0.6082345247268677
6954000,2.2857861518859863,347700,709,0.42136916518211365,0.7220203280448914
6956000,2.458625316619873,347800,709,0.004173226188868284,0.989795763976872
